0,1,2,3,4,5,6
1,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
2,50,0.27450980392156854,Biased against sex=Female,0.0,Not Biased against Black,true
3,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
5,50,0.27450980392156854,Biased against sex=Female,0.0,Not Biased against Black,true
6,50,0.5490196078431373,Biased against sex=Female,0.0,Not Biased against Black,true
8,50,0.27450980392156854,Not Biased against Male,0.0,Not Biased against Black,true
10,50,0.03921568627450989,Not Biased against Female,0.0,Not Biased against Black,true
11,50,0.23529411764705888,Biased against sex=Female,0.0,Not Biased against Black,true
12,50,0.0,Not Biased against Female,0.0,Not Biased against Black,true
13,50,0.5490196078431373,Biased against sex=Female,0.0,Not Biased against Black,true
14,50,0.0,Not Biased against Female,0.0,Not Biased against Black,true
16,50,0.196078431372549,Not Biased against Male,0.0,Not Biased against Black,true
18,50,0.6666666666666667,Biased against sex=Female,0.0,Not Biased against Black,true
19,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
22,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
24,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
26,50,0.23529411764705888,Not Biased against Female,0.0,Not Biased against Black,true
28,50,0.27450980392156854,Not Biased against Male,0.0,Not Biased against Black,true
29,50,0.3529411764705883,Biased against sex=Female,0.0,Not Biased against Black,true
34,50,0.15686274509803932,Biased against sex=Female,0.0,Not Biased against Black,true
38,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
39,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
42,50,0.196078431372549,Biased against sex=Female,0.0,Not Biased against Black,true
43,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
44,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
45,50,0.6274509803921569,Biased against sex=Female,0.0,Not Biased against Black,true
46,50,0.196078431372549,Biased against sex=Female,0.0,Not Biased against Black,true
47,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
48,50,0.15686274509803932,Biased against sex=Female,0.0,Not Biased against Black,true
50,50,0.196078431372549,Not Biased against Male,0.0,Not Biased against Black,true
51,50,0.588235294117647,Biased against sex=Female,0.0,Not Biased against Black,true
54,50,0.7058823529411764,Biased against sex=Female,0.0,Not Biased against Black,true
55,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
56,50,0.5490196078431373,Not Biased against Male,0.0,Not Biased against Black,true
57,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
61,50,0.11764705882352944,Not Biased against Female,0.0,Not Biased against Black,true
62,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
63,50,0.23529411764705888,Biased against sex=Female,0.0,Not Biased against Black,true
64,50,0.392156862745098,Not Biased against Female,0.0,Not Biased against Black,true
65,50,0.07843137254901955,Not Biased against Male,0.0,Not Biased against Black,true
66,50,0.47058823529411775,Biased against sex=Female,0.0,Not Biased against Black,true
67,50,0.7058823529411764,Biased against sex=Female,0.0,Not Biased against Black,true
68,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
71,50,0.196078431372549,Not Biased against Male,0.0,Not Biased against Black,true
72,50,0.43137254901960786,Not Biased against Male,0.0,Not Biased against Black,true
73,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
74,50,0.07843137254901955,Not Biased against Male,0.0,Not Biased against Black,true
75,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
77,50,0.27450980392156854,Biased against sex=Female,0.0,Not Biased against Black,true
78,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
79,50,0.3529411764705883,Biased against sex=Female,0.0,Not Biased against Black,true
82,50,0.23529411764705888,Not Biased against Male,0.0,Not Biased against Black,true
83,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
84,50,0.15686274509803932,Biased against sex=Female,0.0,Not Biased against Black,true
87,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
88,50,0.23529411764705888,Not Biased against Female,0.0,Not Biased against Black,true
89,50,0.196078431372549,Biased against sex=Female,0.0,Not Biased against Black,true
90,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
91,50,0.3137254901960784,Not Biased against Male,0.0,Not Biased against Black,true
93,50,0.15686274509803932,Biased against sex=Female,0.0,Not Biased against Black,true
95,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
97,50,0.23529411764705888,Biased against sex=Female,0.0,Not Biased against Black,true
98,50,0.03921568627450989,Not Biased against Female,0.0,Not Biased against Black,true
100,50,0.03921568627450989,Not Biased against Male,0.0,Not Biased against Black,true
101,50,0.43137254901960786,Biased against sex=Female,0.0,Not Biased against Black,true
105,50,0.03921568627450989,Biased against sex=Female,0.0,Not Biased against Black,true
106,50,0.3529411764705883,Biased against sex=Female,0.0,Not Biased against Black,true
107,50,0.27450980392156854,Biased against sex=Female,0.0,Not Biased against Black,true
108,50,0.3529411764705883,Not Biased against Female,0.0,Not Biased against Black,true
110,50,0.11764705882352944,Not Biased against Male,0.0,Not Biased against Black,true
111,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
112,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
114,50,0.23529411764705888,Biased against sex=Female,0.0,Not Biased against Black,true
117,50,0.23529411764705888,Biased against sex=Female,0.0,Not Biased against Black,true
119,50,0.27450980392156854,Biased against sex=Female,0.0,Not Biased against Black,true
120,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
122,50,0.5490196078431373,Not Biased against Male,0.0,Not Biased against Black,true
124,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
125,50,0.27450980392156854,Not Biased against Female,0.0,Not Biased against Black,true
126,50,0.3137254901960784,Biased against sex=Female,0.0,Not Biased against Black,true
128,50,0.47058823529411775,Biased against sex=Female,0.0,Not Biased against Black,true
130,50,0.23529411764705888,Biased against sex=Female,0.0,Not Biased against Black,true
131,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
132,50,0.0,Not Biased against Female,0.0,Not Biased against Black,true
133,50,0.23529411764705888,Biased against sex=Female,0.0,Not Biased against Black,true
135,50,0.11764705882352944,Biased against sex=Female,0.0,Not Biased against Black,true
136,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
137,50,0.5098039215686274,Biased against sex=Female,0.0,Not Biased against Black,true
139,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
140,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
141,50,0.3137254901960784,Not Biased against Female,0.0,Not Biased against Black,true
142,50,0.27450980392156854,Biased against sex=Female,0.0,Not Biased against Black,true
143,50,0.7058823529411764,Biased against sex=Female,0.0,Not Biased against Black,true
144,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
145,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
146,50,0.6666666666666667,Not Biased against Male,0.0,Not Biased against Black,true
147,50,0.15686274509803932,Biased against sex=Female,0.0,Not Biased against Black,true
149,50,0.3137254901960784,Not Biased against Male,0.0,Not Biased against Black,true
150,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
151,50,0.6666666666666667,Biased against sex=Female,0.0,Not Biased against Black,true
155,50,0.07843137254901955,Not Biased against Female,0.0,Not Biased against Black,true
157,50,0.196078431372549,Biased against sex=Female,0.0,Not Biased against Black,true
158,50,0.27450980392156854,Not Biased against Male,0.0,Not Biased against Black,true
159,50,0.6274509803921569,Not Biased against Male,0.0,Not Biased against Black,true
161,50,0.3529411764705883,Biased against sex=Female,0.0,Not Biased against Black,true
162,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
163,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
165,50,0.03921568627450989,Not Biased against Male,0.0,Not Biased against Black,true
166,50,0.07843137254901955,Biased against sex=Female,0.0,Not Biased against Black,true
168,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
169,50,0.11764705882352944,Biased against sex=Female,0.0,Not Biased against Black,true
171,50,0.8235294117647058,Biased against sex=Female,0.0,Not Biased against Black,true
176,50,0.196078431372549,Biased against sex=Female,0.0,Not Biased against Black,true
177,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
179,50,0.03921568627450989,Not Biased against Male,0.0,Not Biased against Black,true
181,50,0.07843137254901955,Not Biased against Female,0.0,Not Biased against Black,true
182,50,0.15686274509803932,Biased against sex=Female,0.0,Not Biased against Black,true
183,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
184,50,0.0,Not Biased against Female,0.0,Not Biased against Black,true
186,50,0.43137254901960786,Not Biased against Female,0.0,Not Biased against Black,true
187,50,0.07843137254901955,Not Biased against Male,0.0,Not Biased against Black,true
189,50,0.27450980392156854,Not Biased against Male,0.0,Not Biased against Black,true
190,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
191,50,0.196078431372549,Biased against sex=Female,0.0,Not Biased against Black,true
192,50,0.3137254901960784,Biased against sex=Female,0.0,Not Biased against Black,true
193,50,0.3529411764705883,Not Biased against Male,0.0,Not Biased against Black,true
194,50,0.196078431372549,Not Biased against Male,0.0,Not Biased against Black,true
195,50,0.07843137254901955,Not Biased against Male,0.0,Not Biased against Black,true
197,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
199,50,0.196078431372549,Not Biased against Male,0.0,Not Biased against Black,true
200,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
201,50,0.5098039215686274,Not Biased against Male,0.0,Not Biased against Black,true
202,50,0.5490196078431373,Biased against sex=Female,0.0,Not Biased against Black,true
203,50,0.47058823529411775,Biased against sex=Female,0.0,Not Biased against Black,true
204,50,0.15686274509803932,Not Biased against Male,0.0,Not Biased against Black,true
205,50,0.23529411764705888,Biased against sex=Female,0.0,Not Biased against Black,true
208,50,0.15686274509803932,Biased against sex=Female,0.0,Not Biased against Black,true
209,50,0.23529411764705888,Not Biased against Male,0.0,Not Biased against Black,true
210,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
211,50,0.0,Not Biased against Female,0.0,Not Biased against Black,true
212,50,0.07843137254901955,Biased against sex=Female,0.0,Not Biased against Black,true
213,50,0.07843137254901955,Not Biased against Female,0.0,Not Biased against Black,true
215,50,0.15686274509803932,Biased against sex=Female,0.0,Not Biased against Black,true
218,50,0.07843137254901955,Not Biased against Male,0.0,Not Biased against Black,true
220,50,0.15686274509803932,Not Biased against Male,0.0,Not Biased against Black,true
223,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
224,50,0.03921568627450989,Not Biased against Female,0.0,Not Biased against Black,true
227,50,0.15686274509803932,Not Biased against Male,0.0,Not Biased against Black,true
229,50,0.11764705882352944,Biased against sex=Female,0.0,Not Biased against Black,true
230,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
231,50,0.3529411764705883,Biased against sex=Female,0.0,Not Biased against Black,true
233,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
235,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
236,50,0.11764705882352944,Not Biased against Female,0.0,Not Biased against Black,true
239,50,0.27450980392156854,Biased against sex=Female,0.0,Not Biased against Black,true
240,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
241,50,0.196078431372549,Biased against sex=Female,0.0,Not Biased against Black,true
242,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
244,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
245,50,0.47058823529411775,Not Biased against Female,0.0,Not Biased against Black,true
247,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
251,50,0.07843137254901955,Not Biased against Female,0.0,Not Biased against Black,true
252,50,0.196078431372549,Not Biased against Male,0.0,Not Biased against Black,true
253,50,0.5098039215686274,Not Biased against Male,0.0,Not Biased against Black,true
254,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
255,50,0.07843137254901955,Not Biased against Male,0.0,Not Biased against Black,true
257,50,0.27450980392156854,Not Biased against Male,0.0,Not Biased against Black,true
258,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
259,50,0.23529411764705888,Not Biased against Male,0.0,Not Biased against Black,true
263,50,0.47058823529411775,Biased against sex=Female,0.0,Not Biased against Black,true
264,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
265,50,0.196078431372549,Not Biased against Male,0.0,Not Biased against Black,true
266,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
269,50,0.7450980392156863,Not Biased against Male,0.0,Not Biased against Black,true
271,50,0.15686274509803932,Biased against sex=Female,0.0,Not Biased against Black,true
273,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
274,50,0.3137254901960784,Not Biased against Male,0.0,Not Biased against Black,true
276,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
277,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
279,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
280,50,0.196078431372549,Biased against sex=Female,0.0,Not Biased against Black,true
281,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
282,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
283,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
284,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
289,50,0.23529411764705888,Biased against sex=Female,0.0,Not Biased against Black,true
290,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
291,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
292,50,0.3137254901960784,Biased against sex=Female,0.0,Not Biased against Black,true
295,50,0.07843137254901955,Biased against sex=Female,0.0,Not Biased against Black,true
296,50,0.23529411764705888,Biased against sex=Female,0.0,Not Biased against Black,true
300,50,0.07843137254901955,Biased against sex=Female,0.0,Not Biased against Black,true
301,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
302,50,0.3137254901960784,Not Biased against Female,0.0,Not Biased against Black,true
303,50,0.03921568627450989,Biased against sex=Female,0.0,Not Biased against Black,true
306,50,0.5490196078431373,Not Biased against Male,0.0,Not Biased against Black,true
307,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
308,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
312,50,0.7843137254901962,Biased against sex=Female,0.0,Not Biased against Black,true
313,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
315,50,0.27450980392156854,Biased against sex=Female,0.0,Not Biased against Black,true
316,50,0.392156862745098,Biased against sex=Female,0.0,Not Biased against Black,true
317,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
318,50,0.392156862745098,Biased against sex=Female,0.0,Not Biased against Black,true
319,50,0.588235294117647,Biased against sex=Female,0.0,Not Biased against Black,true
320,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
321,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
322,50,0.3529411764705883,Not Biased against Male,0.0,Not Biased against Black,true
323,50,0.11764705882352944,Biased against sex=Female,0.0,Not Biased against Black,true
325,50,0.03921568627450989,Not Biased against Male,0.0,Not Biased against Black,true
326,50,0.196078431372549,Biased against sex=Female,0.0,Not Biased against Black,true
327,50,0.3529411764705883,Biased against sex=Female,0.0,Not Biased against Black,true
328,50,0.196078431372549,Biased against sex=Female,0.0,Not Biased against Black,true
329,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
330,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
331,50,0.196078431372549,Not Biased against Male,0.0,Not Biased against Black,true
333,50,0.07843137254901955,Not Biased against Male,0.0,Not Biased against Black,true
335,50,0.07843137254901955,Not Biased against Female,0.0,Not Biased against Black,true
336,50,0.15686274509803932,Biased against sex=Female,0.0,Not Biased against Black,true
337,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
338,50,0.11764705882352944,Biased against sex=Female,0.0,Not Biased against Black,true
339,50,0.15686274509803932,Biased against sex=Female,0.0,Not Biased against Black,true
342,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
344,50,0.196078431372549,Not Biased against Male,0.0,Not Biased against Black,true
345,50,0.196078431372549,Not Biased against Male,0.0,Not Biased against Black,true
346,50,0.43137254901960786,Biased against sex=Female,0.0,Not Biased against Black,true
347,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
348,50,0.5098039215686274,Biased against sex=Female,0.0,Not Biased against Black,true
349,50,0.3529411764705883,Biased against sex=Female,0.0,Not Biased against Black,true
352,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
354,50,0.196078431372549,Not Biased against Female,0.0,Not Biased against Black,true
355,50,0.07843137254901955,Not Biased against Female,0.0,Not Biased against Black,true
357,50,0.03921568627450989,Not Biased against Male,0.0,Not Biased against Black,true
358,50,0.196078431372549,Biased against sex=Female,0.0,Not Biased against Black,true
359,50,0.43137254901960786,Not Biased against Male,0.0,Not Biased against Black,true
360,50,0.196078431372549,Biased against sex=Female,0.0,Not Biased against Black,true
361,50,0.27450980392156854,Biased against sex=Female,0.0,Not Biased against Black,true
362,50,0.15686274509803932,Not Biased against Female,0.0,Not Biased against Black,true
363,50,0.3529411764705883,Biased against sex=Female,0.0,Not Biased against Black,true
364,50,0.3137254901960784,Not Biased against Male,0.0,Not Biased against Black,true
365,50,0.5098039215686274,Biased against sex=Female,0.0,Not Biased against Black,true
366,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
367,50,0.3529411764705883,Biased against sex=Female,0.0,Not Biased against Black,true
368,50,0.6274509803921569,Not Biased against Male,0.0,Not Biased against Black,true
371,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
372,50,0.43137254901960786,Biased against sex=Female,0.0,Not Biased against Black,true
373,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
374,50,0.03921568627450989,Not Biased against Male,0.0,Not Biased against Black,true
376,50,0.15686274509803932,Not Biased against Male,0.0,Not Biased against Black,true
378,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
379,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
381,50,0.0,Not Biased against Female,0.0,Not Biased against Black,true
382,50,0.03921568627450989,Not Biased against Male,0.0,Not Biased against Black,true
383,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
385,50,0.07843137254901955,Biased against sex=Female,0.0,Not Biased against Black,true
386,50,0.3137254901960784,Biased against sex=Female,0.0,Not Biased against Black,true
388,50,0.27450980392156854,Biased against sex=Female,0.0,Not Biased against Black,true
390,50,0.5490196078431373,Biased against sex=Female,0.0,Not Biased against Black,true
391,50,0.11764705882352944,Biased against sex=Female,0.0,Not Biased against Black,true
393,50,0.15686274509803932,Biased against sex=Female,0.0,Not Biased against Black,true
394,50,0.03921568627450989,Not Biased against Male,0.0,Not Biased against Black,true
395,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
396,50,0.588235294117647,Biased against sex=Female,0.0,Not Biased against Black,true
397,50,0.43137254901960786,Biased against sex=Female,0.0,Not Biased against Black,true
399,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
401,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
402,50,0.8627450980392157,Not Biased against Male,0.0,Not Biased against Black,true
403,50,0.11764705882352944,Not Biased against Female,0.0,Not Biased against Black,true
406,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
407,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
408,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
410,50,0.392156862745098,Biased against sex=Female,0.0,Not Biased against Black,true
411,50,0.7450980392156863,Biased against sex=Female,0.0,Not Biased against Black,true
412,50,0.15686274509803932,Not Biased against Male,0.0,Not Biased against Black,true
413,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
414,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
415,50,0.3137254901960784,Not Biased against Male,0.0,Not Biased against Black,true
416,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
417,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
419,50,0.15686274509803932,Biased against sex=Female,0.0,Not Biased against Black,true
420,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
421,50,0.6666666666666667,Not Biased against Male,0.0,Not Biased against Black,true
422,50,0.3529411764705883,Biased against sex=Female,0.0,Not Biased against Black,true
424,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
425,50,0.588235294117647,Biased against sex=Female,0.0,Not Biased against Black,true
429,50,0.15686274509803932,Biased against sex=Female,0.0,Not Biased against Black,true
431,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
434,50,0.23529411764705888,Biased against sex=Female,0.0,Not Biased against Black,true
435,50,0.3137254901960784,Not Biased against Male,0.0,Not Biased against Black,true
436,50,0.588235294117647,Biased against sex=Female,0.0,Not Biased against Black,true
438,50,0.23529411764705888,Not Biased against Male,0.0,Not Biased against Black,true
440,50,0.3137254901960784,Biased against sex=Female,0.0,Not Biased against Black,true
441,50,0.15686274509803932,Biased against sex=Female,0.0,Not Biased against Black,true
445,50,0.3137254901960784,Biased against sex=Female,0.0,Not Biased against Black,true
447,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
448,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
449,50,0.196078431372549,Biased against sex=Female,0.0,Not Biased against Black,true
451,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
452,50,0.07843137254901955,Not Biased against Female,0.0,Not Biased against Black,true
453,50,0.47058823529411775,Biased against sex=Female,0.0,Not Biased against Black,true
455,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
456,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
457,50,0.6274509803921569,Not Biased against Male,0.0,Not Biased against Black,true
458,50,0.6666666666666667,Biased against sex=Female,0.0,Not Biased against Black,true
463,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
464,50,0.11764705882352944,Biased against sex=Female,0.0,Not Biased against Black,true
465,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
466,50,0.9019607843137254,Biased against sex=Female,0.0,Not Biased against Black,true
467,50,0.3137254901960784,Not Biased against Female,0.0,Not Biased against Black,true
470,50,0.07843137254901955,Biased against sex=Female,0.0,Not Biased against Black,true
471,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
477,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
478,50,0.3529411764705883,Not Biased against Female,0.0,Not Biased against Black,true
479,50,0.7450980392156863,Biased against sex=Female,0.0,Not Biased against Black,true
480,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
481,50,0.3137254901960784,Not Biased against Female,0.0,Not Biased against Black,true
484,50,0.3137254901960784,Not Biased against Female,0.0,Not Biased against Black,true
485,50,0.47058823529411775,Not Biased against Male,0.0,Not Biased against Black,true
486,50,0.07843137254901955,Biased against sex=Female,0.0,Not Biased against Black,true
487,50,0.47058823529411775,Biased against sex=Female,0.0,Not Biased against Black,true
488,50,0.11764705882352944,Biased against sex=Female,0.0,Not Biased against Black,true
490,50,0.392156862745098,Biased against sex=Female,0.0,Not Biased against Black,true
493,50,0.196078431372549,Not Biased against Male,0.0,Not Biased against Black,true
495,50,0.0,Not Biased against Male,0.0,Not Biased against Black,true
